name,firstname,surname,role_raw,gender,type,n_mentions,n_docs
Danuše NERUDOVÁ,Danuše,NERUDOVÁ,ekonomka rektorka,F,M5,27,1
Michal MAREK,Michal,MAREK,ředitel,M,M5,27,9
Martin JIRÁNEK,Martin,JIRÁNEK,lídr kandidátky,M,M6,27,1
Petr KOZLÍČEK,Petr,KOZLÍČEK,moderátor,M,M1,27,3
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,bývalý premiér ředitel,M,M6,27,1
Pekarová ADAMOVÁ,Pekarová,ADAMOVÁ,předsedkyně strany,F,M6,27,6
Radek ŠPICAR,Radek,ŠPICAR,viceprezident,M,M6,27,5
Kateřina CAJTHAMLOVÁ,Kateřina,CAJTHAMLOVÁ,internistka psychoterapeutka odbornice na výživu,F,?,27,1
Kateřina EHRENBERGEROVÁ,Kateřina,EHRENBERGEROVÁ,redaktorka,F,M1,27,6
Věslav MICHALIK,Věslav,MICHALIK,místopředseda,M,M6,27,1
Marian JUREČKA,Marian,JUREČKA,bývalý ministr zemědělství,M,M6,27,5
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof a sociolog,M,M3,27,1
Karel HAVLÍČEK,Karel,HAVLÍČEK,bývalý ministr průmyslu,M,M6,27,1
Martin KOVÁŘ,Martin,KOVÁŘ,historik,M,M3,26,2
Ladislav HYNEK,Ladislav,HYNEK,lídr kandidátky,M,M6,26,1
Jakub LANDOVSKÝ,Jakub,LANDOVSKÝ,velvyslanec,M,M6,26,1
Petr OBROVSKÝ,Petr,OBROVSKÝ,zpravodaj,M,M1,26,3
Martin VESELOVSKÝ,Martin,VESELOVSKÝ,moderátor,M,M1,26,1
Barbora MĚCHUROVÁ,Barbora,MĚCHUROVÁ,redaktorka,F,M1,26,6
Mirek TOPOLÁNEK,Mirek,TOPOLÁNEK,předseda výkonné rady,M,M6,26,2
Petr FIALA,Petr,FIALA,předseda strany,M,M6,26,4
Jakub RÁKOSNÍK,Jakub,RÁKOSNÍK,historik,M,M3,26,1
Zuzana MAJEROVÁ ZAHRADNÍKOVÁ,Zuzana,MAJEROVÁ ZAHRADNÍKOVÁ,lídryně kandidátky,F,M6,26,1
Květa MATUŠOVSKÁ,Květa,MATUŠOVSKÁ,lídryně kandidátky,F,M6,26,1
Daniel PITEK,Daniel,PITEK,zemědělec lesník,M,M2,26,1
Jan PAPEŽ,Jan,PAPEŽ,místopředseda,M,M6,26,2
Martin ŠNAJDR,Martin,ŠNAJDR,redaktor,M,M1,26,6
Matěj STROPNICKÝ,Matěj,STROPNICKÝ,pražský zastupitel předseda strany,M,M6,26,1
David ČERMÁK,David,ČERMÁK,generální ředitel,M,M5,26,1
Bohumil PEČINKA,Bohumil,PEČINKA,komentátor,M,M1,26,3
Petr GAZDÍK,Petr,GAZDÍK,předseda hnutí místopředseda mandátového a,M,M6,26,1
Nikola REINDLOVÁ,Nikola,REINDLOVÁ,moderátorka,F,M1,26,26
Aneta BERÁNKOVÁ,Aneta,BERÁNKOVÁ,redaktorka,F,M1,25,6
Lubomír ZAORÁLEK,Lubomír,ZAORÁLEK,předseda sněmovního zahraničního výboru,M,M6,25,1
Roman BÍLÝ,Roman,BÍLÝ,ředitel odboru operačního řízení,M,M5,25,1
Mariana NOVOTNÁ,Mariana,NOVOTNÁ,moderátorka,F,M1,25,24
Václav CÍLEK,Václav,CÍLEK,geolog a klimatolog,M,M3,25,1
Jakub SZANTÓ,Jakub,SZANTÓ,moderátor,M,M1,25,8
Barbora BLAŽKOVÁ,Barbora,BLAŽKOVÁ,redaktorka,F,M1,25,7
Daniel STACH,Daniel,STACH,redaktor,M,M1,25,6
Anna MEZGEROVÁ,Anna,MEZGEROVÁ,mluvčí hnutí,F,M1,25,1
Vlastimil WEINER,Vlastimil,WEINER,redaktor,M,M1,25,7
Jan BIRKE,Jan,BIRKE,lídr kandidátky,M,M6,25,1
Richard BRABEC,Richard,BRABEC,místopředseda hnutí místopředseda vlády ministr,M,M6,25,1
Pavel HUBENÝ,Pavel,HUBENÝ,ředitel,M,M5,24,2
Ivan RYNDA,Ivan,RYNDA,katedra sociální a kulturní ekologie,M,M3,24,2
Jan HOLLAN,Jan,HOLLAN,fyzik,M,M3,24,4
Jan GROLICH,Jan,GROLICH,hejtman,M,M6,24,3
Lenka NECHVÁTALOVÁ,Lenka,NECHVÁTALOVÁ,moderátorka,F,M1,24,3
Tomáš KLVAŇA,Tomáš,KLVAŇA,komentátor,M,M1,24,2
Miroslav KARAS,Miroslav,KARAS,redaktor,M,M1,24,5
Radek ŠPICAR,Radek,ŠPICAR,viceprezident pro hospodářskou politiku a,M,M6,24,1
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,předseda strany,M,M6,24,3
Šimon PÁNEK,Šimon,PÁNEK,ředitel společnosti,M,M5,24,1
Martin SEDLÁK,Martin,SEDLÁK,programový ředitel,M,M5,24,4
Pavel SVOBODA,Pavel,SVOBODA,lídr kandidátky,M,M6,24,1
Pavla DAŇKOVÁ,Pavla,DAŇKOVÁ,redaktorka,F,M1,24,6
Petra KLIMKOVÁ,Petra,KLIMKOVÁ,redaktorka,F,M1,23,4
Karel SCHWARZENBERG,Karel,SCHWARZENBERG,předseda zahraničního výboru sněmovny předseda,M,M6,23,1
Kateřina ETRYCHOVÁ,Kateřina,ETRYCHOVÁ,moderátorka,F,M1,23,14
Veronika CHRAŠČOVÁ,Veronika,CHRAŠČOVÁ,redaktorka,F,M1,23,5
David KÁDNER,David,KÁDNER,předseda posl,M,M6,23,1
Pavel PUNČOCHÁŘ,Pavel,PUNČOCHÁŘ,zástupce náměstka ministra zemědělství pro,M,M5,23,1
Vladimír KRCHOV,Vladimír,KRCHOV,ředitel lesního a vodního hospodářství,M,M5,23,3
Magdalena DAVIS,Magdalena,DAVIS,lídryně kandidátky,F?,M6,23,1
Michal ŠENK,Michal,ŠENK,redaktor,M,M1,23,1
Jan TAMÁŠ,Jan,TAMÁŠ,předseda,M,M6,23,1
Martin PAVEL,Martin,PAVEL,zpracovatel studie kanálu,M,?,23,1
Ivan PILNÝ,Ivan,PILNÝ,bývalý ministr financí zastupitel hl,M,M6,23,1
Jakub HRUŠKA,Jakub,HRUŠKA,přírodovědec,M,M3,23,1
Antonín SCHUBERT,Antonín,SCHUBERT,předseda,M,M6,23,1
Tomáš PETŘÍČEK,Tomáš,PETŘÍČEK,ministr zahraničí,M,M6,23,8
Adam KOLÁŘ,Adam,KOLÁŘ,redaktor,M,M1,23,6
Tomáš HALENKA,Tomáš,HALENKA,předseda,M,M6,23,2
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,bývalý velvyslanec ve,M,M6,23,1
Vojtěch FILIP,Vojtěch,FILIP,předseda strany,M,M6,23,8
Jiří ČÁSLAVKA,Jiří,ČÁSLAVKA,ekonomický analytik,M,M5,22,1
Petr HAVEL,Petr,HAVEL,agrární politik,M,M6,22,1
Richard SAMKO,Richard,SAMKO,redaktor,M,M1,22,3
Jana FABIANOVÁ,Jana,FABIANOVÁ,moderátorka,F,M1,22,9
Alena ŠÍROVÁ,Alena,ŠÍROVÁ,lídryně kandidátky,F,M6,22,1
Marek BENDA,Marek,BENDA,místopředseda poslaneckého klubu,M,M6,22,3
Jan LIPAVSKÝ,Jan,LIPAVSKÝ,ministr zahraničí,M,M6,22,1
Luděk NIEDERMAYER,Luděk,NIEDERMAYER,europoslanec nestr,M,M6,22,2
Adéla PACLÍKOVÁ,Adéla,PACLÍKOVÁ,redaktorka,F,M1,22,2
Luděk NIEDERMAYER,Luděk,NIEDERMAYER,ekonom europoslanec bývalý viceguvernér,M,M5,22,1
Zdeněk PETZL,Zdeněk,PETZL,výkonný ředitel,M,M5,22,2
Boris JOHNSON,Boris,JOHNSON,britský premiér předseda konzervativců,M,M6,22,6
Jan ZAHRADIL,Jan,ZAHRADIL,europoslanec,M,M6,22,6
Adriana DERGAM,Adriana,DERGAM,redaktorka,F?,M1,22,4
Martin BURSÍK,Martin,BURSÍK,expert,M,M5,22,2
Milena HRDINKOVÁ,Milena,HRDINKOVÁ,státní tajemnice pro evropské záležitosti,F,M6,22,5
Ivo VONDRÁK,Ivo,VONDRÁK,hejtman,M,M6,22,8
Martin SCHULZ,Martin,SCHULZ,předseda,M,M6,22,4
Jan KRÁL,Jan,KRÁL,inženýrský geolog,M,M3,22,1
Pavel POC,Pavel,POC,europoslanec,M,M6,22,2
Vladimir PUTIN,Vladimir,PUTIN,ruský prezident,M,M6,22,17
Martin PROS,Martin,PROS,náměstek ministra financí,M,M5,22,1
Zuzana NEUVIRTOVÁ,Zuzana,NEUVIRTOVÁ,moderátorka,F,M1,22,7
Ondřej KNOTEK,Ondřej,KNOTEK,europoslanec,M,M6,22,6
Kateřina PROCHÁZKOVÁ,Kateřina,PROCHÁZKOVÁ,redaktorka,F,M1,21,4
Ivan BARTOŠ,Ivan,BARTOŠ,předseda strany poslanec,M,M6,21,1
Tomáš SEDLÁČEK,Tomáš,SEDLÁČEK,ekonom,M,M5,21,6
Robert ŠLACHTA,Robert,ŠLACHTA,lídr kandidátky,M,M6,21,1
Vítězslav KREMLÍK,Vítězslav,KREMLÍK,šéfredaktor webu,M,M5,21,1
Jan KOCOUREK,Jan,KOCOUREK,reportér,M,M1,21,5
Petr STUCHLÍK,Petr,STUCHLÍK,bývalý člen hnutí,M,M6,21,1
Martin TOPINKA,Martin,TOPINKA,astrofyzik,M,?,21,1
Martina TLACHOVÁ,Martina,TLACHOVÁ,redaktorka,F,M1,21,6
Lenka TESKA ARNOŠTOVÁ,Lenka,TESKA ARNOŠTOVÁ,náměstkyně ministra zdravotnictví,F,M5,21,1
Vojtěch KOTECKÝ,Vojtěch,KOTECKÝ,programový ředitel,M,M5,21,2
Jan ZIKA,Jan,ZIKA,moderátor,M,M1,21,21
Ivan ADAMEC,Ivan,ADAMEC,lídr kandidátky koalice,M,M6,21,1
Zuzana ČAPUTOVÁ,Zuzana,ČAPUTOVÁ,kandidátka na slovenskou prezidentku,F,M6,21,1
Michael FIALA,Michael,FIALA,redaktor,M,M1,21,2
Marek BENDA,Marek,BENDA,místopředseda poslaneckého klubu člen ústavně,M,M6,21,1
Ivan LUKÁŠ,Ivan,LUKÁŠ,redaktor,M,M1,20,3
Marcel KOLAJA,Marcel,KOLAJA,místopředseda,M,M6,20,4
Hynek BLAŠKO,Hynek,BLAŠKO,generálmajor ve výslužbě,M,?,20,1
Petr ZAHRADNÍK,Petr,ZAHRADNÍK,ekonom,M,M5,20,4
Václav CÍLEK,Václav,CÍLEK,geolog a filozof,M,M3,20,1
Jeremy CORBYN,Jeremy,CORBYN,lídr labouristů,M,M6,20,4
Petr ZAVADIL,Petr,ZAVADIL,zpravodaj,M,M1,20,7
Jakub HORT,Jakub,HORT,neurolog,M,M3,20,1
Zdeněk FUČÍK,Zdeněk,FUČÍK,redaktor,M,M1,20,4
Matěj STROPNICKÝ,Matěj,STROPNICKÝ,předseda strany,M,M6,20,1
Ladislav MACHALA,Ladislav,MACHALA,infekcionista infekční klinika,M,?,20,1
Jitka SZÁSZOVÁ,Jitka,SZÁSZOVÁ,redaktorka,F,M1,20,4
Radka MAXOVÁ,Radka,MAXOVÁ,poslankyně,F,M6,20,1
Renata MALÍKOVÁ,Renata,MALÍKOVÁ,redaktorka,F,M1,20,4
Pavla ČAPKOVÁ,Pavla,ČAPKOVÁ,moderátorka,F,M1,20,2
Jana HYBÁŠKOVÁ,Jana,HYBÁŠKOVÁ,velvyslankyně,F,M6,20,1
Ladislav METELKA,Ladislav,METELKA,klimatolog,M,M3,20,3
Dan JIRÁNEK,Dan,JIRÁNEK,výkonný ředitel,M,M5,20,2
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,europoslanec nestr,M,M6,20,2
Daniel ANÝŽ,Daniel,ANÝŽ,redaktor,M,M1,20,2
Mikuláš BEK,Mikuláš,BEK,ministr pro evropské záležitosti senátor,M,M6,20,1
Jan ŠILHAN,Jan,ŠILHAN,moderátor,M,M1,20,15
Marek STONIŠ,Marek,STONIŠ,šéfredaktor,M,M5,19,1
Petr MALÝ,Petr,MALÝ,redaktor,M,M1,19,3
Iveta RADIČOVÁ,Iveta,RADIČOVÁ,profesorka sociologie bývalá premiérka,F,M3,19,1
Marie ŠABACKÁ,Marie,ŠABACKÁ,polární vědkyně,F,M3,19,1
Lumír NĚMEC,Lumír,NĚMEC,bývalý velitel speciálního oddělení,M,M6,19,1
Pan KI MUN,Pan,KI MUN,generální tajemník,M,M6,19,17
Jan DRAHOKOUPIL,Jan,DRAHOKOUPIL,ekonomický analytik,M,M5,19,2
Stanislav POLČÁK,Stanislav,POLČÁK,europoslanec,M,M6,19,2
Dita CHARANZOVÁ,Dita,CHARANZOVÁ,europoslankyně,F,M6,19,3
Václav CÍLEK,Václav,CÍLEK,geolog publicista,M,M3,19,1
Jan PAVLÍK,Jan,PAVLÍK,meteorolog,M,M3,19,2
Richard BRABEC,Richard,BRABEC,místopředseda hnutí ministr životního prostředí,M,M6,19,1
Radek ROZVORAL,Radek,ROZVORAL,lídr kandidátky,M,M6,19,1
Petr BROD,Petr,BROD,novinář a publicista,M,M1,19,1
Richard BRABEC,Richard,BRABEC,místopředseda vlády ministr životního prostředí,M,M6,19,2
Guy VERHOFSTADT,Guy,VERHOFSTADT,europoslanec,M,M6,19,1
Alena SCHILLEROVÁ,Alena,SCHILLEROVÁ,vicepremiérka ministryně financí nestr,F,M6,19,1
Alexander TOMSKÝ,Alexander,TOMSKÝ,publicista,M,M1,19,1
Alena ZÁRYBNICKÁ,Alena,ZÁRYBNICKÁ,meteoroložka,F,M3,19,6
Pavel PUNČOCHÁŘ,Pavel,PUNČOCHÁŘ,sekce vodního hospodářství,M,?,19,2
Jacques RUPNIK,Jacques,RUPNIK,politolog,M,M3,19,1
Jakub MUSIL,Jakub,MUSIL,redaktor,M,M1,18,4
Tomio OKAMURA,Tomio,OKAMURA,předseda hnutí,M,M6,18,8
Bořivoj HNÍZDO,Bořivoj,HNÍZDO,politolog,M,M3,18,4
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filosof a sociolog,M,?,18,1
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof,M,M3,18,1
Radka ZÍTKOVÁ,Radka,ZÍTKOVÁ,redaktorka,F,M1,18,4
Kristina CIROKOVÁ,Kristina,CIROKOVÁ,redaktorka,F,M1,18,2
Vratislav JANDA,Vratislav,JANDA,ředitel pro korporátní záležitosti,M,M5,18,1
Klára SUTLOVIČOVÁ,Klára,SUTLOVIČOVÁ,vedoucí programu,F,M5,18,1
Hanuš HANSLÍK,Hanuš,HANSLÍK,redaktor,M,M1,18,1
Jan ŠVEJNAR,Jan,ŠVEJNAR,profesor,M,M3,18,1
Patrik MLYNÁŘ,Patrik,MLYNÁŘ,náměstek ministra zemědělství ředitel sekce,M,M5,18,2
Jiří PAYNE,Jiří,PAYNE,bývalý poradce prezidenta,M,M5,18,1
Lucie KUČEROVÁ,Lucie,KUČEROVÁ,redaktorka,F,M1,18,5
Petr ROBEJŠEK,Petr,ROBEJŠEK,politolog,M,M3,18,2
Lukáš JELÍNEK,Lukáš,JELÍNEK,politický analytik,M,M5,18,2
Senátu PČR,Senátu,PČR,člen senátní výboru pro vzdělávání,M,M6,18,1
Petr FIALA,Petr,FIALA,předseda strany místopředseda,M,M6,18,1
Oleg DITRICH,Oleg,DITRICH,parazitolog,M,M3,18,3
Joe BIDEN,Joe,BIDEN,prezident,F?,M6,18,14
Martin FREUND,Martin,FREUND,zastupitel zodpovědný za sociální začleňování,M,M6,18,1
Miloslava HÁLOVÁ,Miloslava,HÁLOVÁ,vědecká pracovnice v,F,M3,18,1
Jan ČERNÝ,Jan,ČERNÝ,redaktor,M,M1,18,5
Traian URBAN,Traian,URBAN,hispanista,M,?,18,2
Roman GAZDÍK,Roman,GAZDÍK,redaktor,M,M1,18,3
Luděk PRUDIL,Luděk,PRUDIL,ředitel,M,M5,18,3
Jiří SVOBODA,Jiří,SVOBODA,astronom,M,M3,18,1
Eva SPÁČILOVÁ,Eva,SPÁČILOVÁ,redaktorka,F,M1,18,4
Pavel BOROVIČKA,Pavel,BOROVIČKA,meteorolog,M,M3,17,5
Martin DONÁT,Martin,DONÁT,redaktor,M,M1,17,5
Daniel ANÝŽ,Daniel,ANÝŽ,analytik novinář,M,M5,17,1
Si ŤIN PCHING,Si,ŤIN PCHING,čínský prezident,M,M6,17,16
Markéta ŽIŽKOVÁ,Markéta,ŽIŽKOVÁ,redaktorka,F,M1,17,3
Karel HAVLÍČEK,Karel,HAVLÍČEK,lídr kandidátky,M,M6,17,1
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof sociolog,M,M3,17,1
Marie PĚNČÍKOVÁ,Marie,PĚNČÍKOVÁ,poslankyně,F,M6,17,4
Jaroslav ŠTEFEC,Jaroslav,ŠTEFEC,exředitel,M,?,17,1
Ivanna ILLYENKO,Ivanna,ILLYENKO,emeritní sólistka baletu,F?,?,17,1
Miroslav SINGER,Miroslav,SINGER,člen,M,M6,17,1
Jaroslav BŽOCH,Jaroslav,BŽOCH,poslanec,M,M6,17,2
Martin LEIŠ,Martin,LEIŠ,spolumajitel penzionu na,M,?,17,1
Martin KLOZ,Martin,KLOZ,konzultant v oblasti energetiky,M,?,17,1
Jana ŠRÁMKOVÁ,Jana,ŠRÁMKOVÁ,redaktorka,F,M1,17,4
Katarína FAGOŠOVÁ,Katarína,FAGOŠOVÁ,redaktorka,F,M1,17,4
Jan RAFAJ,Jan,RAFAJ,viceprezident,M,M6,17,2
Veronika PITROVÁ,Veronika,PITROVÁ,redaktorka,F,M1,17,4
Eduard MUŘICKÝ,Eduard,MUŘICKÝ,náměstek ministra průmyslu a obchodu,M,M5,17,2
Jan PRETEL,Jan,PRETEL,klimatolog vědecký tajemník,M,M3,17,1
Vendula HORNÍKOVÁ,Vendula,HORNÍKOVÁ,redaktorka dokument,F,M1,17,1
Kateřina KONEČNÁ,Kateřina,KONEČNÁ,europoslankyně stínová ministryně životního prostředí,F,M6,17,2
Josef KRAUS,Josef,KRAUS,bezpečnostní analytik,M,M5,17,1
Ondřej PUCZOK,Ondřej,PUCZOK,redaktor,M,M1,17,3
Kateřina JIROVSKÁ,Kateřina,JIROVSKÁ,redaktorka,F,M1,17,5
Zdeňka VÍCHOVÁ,Zdeňka,VÍCHOVÁ,lídryně kandidátky,F,M6,17,1
Pavel PODRUH,Pavel,PODRUH,laureát ceny,M,?,17,1
Milan ŠARAPATKA,Milan,ŠARAPATKA,člen zahraničního výboru,M,M6,17,1
Petr SOJKA,Petr,SOJKA,redaktor,M,M1,17,3
Lukáš KOVANDA,Lukáš,KOVANDA,ekonom,M,M5,17,1
Markéta KUTILOVÁ,Markéta,KUTILOVÁ,redaktorka,F,M1,16,1
Jiří FRIML,Jiří,FRIML,biolog,M,M3,16,1
Pavla KRŮČKOVÁ,Pavla,KRŮČKOVÁ,redaktorka,F,M1,16,4
Jan REMEŠ,Jan,REMEŠ,vedoucí psychologického oddělení,M,M5,16,1
Ondřej LIŠKA,Ondřej,LIŠKA,bývalý předseda strany,M,M6,16,1
Francois HOLLANDE,Francois,HOLLANDE,francouzský prezident,M,M6,16,16
Radim HOLIŠ,Radim,HOLIŠ,hejtman,M,M6,16,1
Martin ŘEZNÍČEK,Martin,ŘEZNÍČEK,zahraniční zpravodaj,M,M1,16,3
Ondřej HEJMA,Ondřej,HEJMA,amerikanista publicista hudebník,M,?,16,1
Jiří KOBZA,Jiří,KOBZA,poslanec,M,M6,16,2
Jan HRNČÍŘ,Jan,HRNČÍŘ,poslanec,M,M6,16,3
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,zastupitel hlavního města,M,M6,16,1
Rudolf JINDRÁK,Rudolf,JINDRÁK,ředitel zahraničního odboru,M,M5,16,1
David RÝVA,David,RÝVA,meteorolog,M,M3,16,2
Lukáš MATHÉ,Lukáš,MATHÉ,redaktor,M,M1,16,5
Dominika ŘEBÍKOVÁ,Dominika,ŘEBÍKOVÁ,redaktorka,F,M1,16,5
Barbara WINTONOVÁ,Barbara,WINTONOVÁ,dcera,F,?,16,1
Veronika HOLCNEROVÁ,Veronika,HOLCNEROVÁ,ekologická aktivistka,F,M5,16,1
Dana BALCAROVÁ,Dana,BALCAROVÁ,předsedkyně výbor pro životní prostředí,F,M6,16,2
Martin KUPKA,Martin,KUPKA,místopředseda strany,M,M6,16,3
Petr ŠÍPEK,Petr,ŠÍPEK,entomolog katedra zoologie,M,?,16,2
Petra MUSILOVÁ,Petra,MUSILOVÁ,redaktorka,F,M1,16,3
Daniel NÝVLT,Daniel,NÝVLT,vedoucí českého antarktického výzkumného programu,M,M5,16,5
Tomáš JARKOVSKÝ,Tomáš,JARKOVSKÝ,lídr kandidátky hnutí,M,M6,16,1
Jaroslav HOLUŠA,Jaroslav,HOLUŠA,katedra ochrany lesa a entomologie,M,M3,16,1
František ŠOPKO,František,ŠOPKO,meteorolog,M,M3,15,2
Milan KNÍŽÁK,Milan,KNÍŽÁK,výtvarník bývalý ředitel,M,?,15,1
Jiří PEHE,Jiří,PEHE,politolog,M,M3,15,3
Taťána MÍKOVÁ,Taťána,MÍKOVÁ,redaktorka,F,M1,15,2
Stanislav KOZLÍK,Stanislav,KOZLÍK,předseda,M,M6,15,2
Jiří UNGER,Jiří,UNGER,archeolog,M,M3,15,1
Radek ROZVORAL,Radek,ROZVORAL,poslanec,M,M6,15,1
Vojtěch VARYŠ,Vojtěch,VARYŠ,komentátor,M,M1,15,1
Kryštof KOZÁK,Kryštof,KOZÁK,vedoucí katedry severoamerických studií,M,M5,15,1
Veronika KABÁTOVÁ,Veronika,KABÁTOVÁ,redaktorka,F,M1,15,1
Milan ŠÁLEK,Milan,ŠÁLEK,meteorolog konzultant,M,M3,15,1
Bohumil ŠIMEK,Bohumil,ŠIMEK,hejtman,M,M6,15,1
Petr PAŘIL,Petr,PAŘIL,hydrobiolog,M,M3,15,3
Ondřej BENEŠÍK,Ondřej,BENEŠÍK,předseda sněmovního výboru pro evropské,M,M6,15,1
David BOREK,David,BOREK,zpravodaj,M,M1,15,3
Petr KOLÁŘ,Petr,KOLÁŘ,bývalý velvyslanec,M,M6,15,2
Karel HAVLÍČEK,Karel,HAVLÍČEK,ministr dopravy průmyslu a obchodu,M,M6,15,1
Karel HAVLÍČEK,Karel,HAVLÍČEK,ministr průmyslu a obchodu nestr,M,M6,15,10
Karel HAVLÍČEK,Karel,HAVLÍČEK,vicepremiér ministr průmyslu a obchodu,M,M6,15,7
Tomáš TYML,Tomáš,TYML,parazitolog,M,M3,15,3
Václav HAMPL,Václav,HAMPL,předseda výboru pro záležitosti,M,M6,15,1
Jiří MALÍK,Jiří,MALÍK,předseda spolku,M,M6,15,1
Dana BALCAROVÁ,Dana,BALCAROVÁ,poslankyně,F,M6,15,6
Jiří KOŽELOUH,Jiří,KOŽELOUH,programový ředitel,M,M5,15,5
Ludmila HRDLIČKOVÁ,Ludmila,HRDLIČKOVÁ,důchodkyně zemřel jí manžel,F,M2,15,1
Zuzana ČAPUTOVÁ,Zuzana,ČAPUTOVÁ,slovenská prezidentka,F,M6,15,12
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,aktivistka,F,M5,15,7
Lubomír HAŠLÍK,Lubomír,HAŠLÍK,operující lékař,M,?,15,1
Lucie BOTOROVÁ,Lucie,BOTOROVÁ,redaktorka,F,M1,15,4
Michal BERG,Michal,BERG,místopředseda strany,M,M6,15,1
Andrea PAVELKOVÁ,Andrea,PAVELKOVÁ,redaktorka,F,M1,15,2
Luděk NIEDERMAYER,Luděk,NIEDERMAYER,europoslanec bývalý viceguvernér,M,M6,15,1
Tomáš JIRSA,Tomáš,JIRSA,senátor,M,M6,15,1
Bohuslav CHALUPA,Bohuslav,CHALUPA,poradce na,M,M5,15,1
Jakub PACNER,Jakub,PACNER,moderátor,M,M1,15,15
František BERÁNEK,František,BERÁNEK,občan z,M,M2,14,1
František LAUDÁT,František,LAUDÁT,předseda poslaneckého klubu člen podvýboru,M,M6,14,1
Luděk RŮŽIČKA,Luděk,RŮŽIČKA,soukromý zemědělec z,M,M2,14,1
Luboš DOSTÁL,Luboš,DOSTÁL,redaktor,M,M1,14,2
Václav HLAVÁČEK,Václav,HLAVÁČEK,viceprezident,M,M6,14,1
Pavel KALENDA,Pavel,KALENDA,seismolog a klimaskeptik,M,?,14,1
Johana BÁZLEROVÁ,Johana,BÁZLEROVÁ,studentka influencerka,F,M2,14,1
Magdalena DAVIS,Magdalena,DAVIS,starostka,F?,M6,14,1
Jan JEDLIČKA,Jan,JEDLIČKA,jednatel,M,M5,14,2
Jan PŘÍHODA,Jan,PŘÍHODA,předseda,M,M6,14,3
Blanka POULOVÁ,Blanka,POULOVÁ,redaktorka,F,M1,14,5
Jaroslav KUBERA,Jaroslav,KUBERA,předseda,M,M6,14,7
Martin KUBA,Martin,KUBA,hejtman,M,M6,14,1
Petra JELÍNKOVÁ,Petra,JELÍNKOVÁ,předkladatelka aktivistka hnutí,F,?,14,1
Theresa MAYOVÁ,Theresa,MAYOVÁ,britská premiérka,F,M6,14,9
Valburga VAVŘINOVÁ,Valburga,VAVŘINOVÁ,historička,F,M3,14,1
Jaroslav BŽOCH,Jaroslav,BŽOCH,poslanec a člen zahraničního výboru,M,M6,14,1
Pavel KRČ,Pavel,KRČ,oddělení složitých systémů,M,?,14,1
Jan ŠMÍD,Jan,ŠMÍD,redaktor,M,M1,14,6
Kristýna BŘEZOVSKÁ,Kristýna,BŘEZOVSKÁ,redaktorka,F,M1,14,3
Markéta ČERNÁ,Markéta,ČERNÁ,redaktorka,F,M1,14,3
Antonín PŘICHYSTAL,Antonín,PŘICHYSTAL,geolog,M,M3,14,2
Martin BAXA,Martin,BAXA,místopředseda strany poslanec primátor,M,M6,14,1
Vojtěch FILIP,Vojtěch,FILIP,místopředseda sněmovny předseda strany,M,M6,14,1
Martin RUSEK,Martin,RUSEK,redaktor,M,M1,14,4
Tomáš HAAS,Tomáš,HAAS,politický konzultant bývalý poradce,M,?,14,1
Miroslav TOMAN,Miroslav,TOMAN,ministr zemědělství nestraník za,M,M6,14,1
Jan ZAHRADNÍK,Jan,ZAHRADNÍK,místopředseda výboru pro životní prostředí,M,M6,14,2
Tomáš JARKOVSKÝ,Tomáš,JARKOVSKÝ,lídr kandidátky,M,M6,14,1
Tomáš JELÍNEK,Tomáš,JELÍNEK,ředitel,M,M5,14,1
Tomáš PETŘÍČEK,Tomáš,PETŘÍČEK,ministr zahraničních věcí,M,M6,14,4
Radim TOLASZ,Radim,TOLASZ,vedoucí oddělení klimatické změny,M,M5,14,3
Vladimír BAAR,Vladimír,BAAR,politický a kulturní geograf,M,?,14,1
Vendula HORNÍKOVÁ,Vendula,HORNÍKOVÁ,redaktorka,F,M1,14,4
Vendula HORNÍKOVÁ,Vendula,HORNÍKOVÁ,redaktorka autorka dokumentu,F,M1,14,1
Karolína JELÍNKOVÁ,Karolína,JELÍNKOVÁ,redaktorka,F,M1,14,5
Petr KRATOCHVÍL,Petr,KRATOCHVÍL,ředitel,M,M5,14,1
Martina ČELIŠOVÁ,Martina,ČELIŠOVÁ,redaktorka,F,M1,14,3
Ivan DAVID,Ivan,DAVID,europoslanec,M,M6,13,2
Pavel HABRAM,Pavel,HABRAM,redaktor,M,M1,13,3
Milan ŠTĚCH,Milan,ŠTĚCH,předseda,M,M6,13,2
Zdeňka RYBOVÁ,Zdeňka,RYBOVÁ,viceprezidentka mluvčí hnutí,F,M6,13,1
Petra KRMELOVÁ,Petra,KRMELOVÁ,moderátorka,F,M1,13,3
Erik KNAJFL,Erik,KNAJFL,redaktor,M,M1,13,2
