name,type_final,gender_final,n_mentions,n_docs
Jeremy CORBY,M6,M,1,1
Jeremy LEGGETT,M5,M,1,1
Odpuštění DPH,?,M,1,1
Jeans STOLTENBERG,M6,M,1,1
Jeff BEZOS,M5,M,1,1
Jeff LOPEZ,M2,M,1,1
Jeff MASON,M6,M,1,1
Jeho CNN,?,M,1,1
Jeho PIN,?,M,1,1
Jekatěrina JAKOVLEVOVÁ,M5,F,1,1
Nové OZE,?,M,1,1
Nyoman SURYADIPUTRA,M5,M,1,1
Námořní INSTITUT,?,M,1,1
Návrat USA,?,M,1,1
Názor EU,?,M,1,1
Německá SPD,?,M,1,1
Ochrany PŘÍRODY,?,M,1,1
Oda JOŠITAKA,M5,F,1,1
Nikos LOUTOS,M2,M,1,1
Ninis ROSQVISTOVÁ,M3,F,1,1
Nissan LEAF,?,M,1,1
Non KJU DUK,M1,M,1,1
Noor SHUHADAHOVÁ,M6,F,1,1
Nora MORALESESOVÁ,M2,F,1,1
Norbert LINN,M2,M,1,1
Nová ODS,?,M,1,1
Jaroslav VĚTROVSKÝ,M6,M,1,1
Jaroslav ŠLECHTA,M2,M,1,1
Jaroslav ŠONKA,M1,M,1,1
Jaroslava POKORNÁ JERMANOVÁ,M6,F,1,1
Jaroslava REZLEROVÁ,M5,F,1,1
Jasmin DUREGGEROVÁ,M5,F,1,1
Jason KENNEY,M6,M,1,1
Jason LYALL,M3,M,1,1
Olivier BECQUET,M6,M,1,1
Omran SHARAF,M5,M,1,1
On ESM,?,M,1,1
Jaroslav NAĎ,M6,M,1,1
Jaroslav PEJŠA,M6,M,1,1
Jaroslav PEKÁREK,?,M,1,1
Jaroslav ROŽNOVSKÝ,M3,M,1,1
Jaroslav SOVEK,M5,M,1,1
Oldřich ČÍŽEK,M5,M,1,1
Ole CARMEL,M5,F,1,1
Ole CARMEN,M5,F,1,1
Olga MENZELOVÁ,M5,F,1,1
Olga ŽAKOVOVÁ,M3,F,1,1
Oliver KRISCHER,M6,M,1,1
Oliver STEEDS,?,M,1,1
Olivia REDINGOVÁ,M2,F,1,1
Jeremy TORZ,M5,M,1,1
Jerry DOAN,M2,M,1,1
Jesse KATAJAMA,M2,M,1,1
Jessica BLUNDENOVÁ,M5,F,1,1
Jessica GIENOWOVÁ HECHTOVÁ,M3,F,1,1
Jevgenij BOGATYRJOV,M2,M,1,1
Jevgenij KRUMOV,M2,M,1,1
Ofir AKUNIS,M6,M,1,1
Ondřej ČAPEK,M3,M,1,1
Ondřej ŠIROKÝ,?,M,1,1
Organizace OSN,?,F,1,1
Oscar SORIA,M5,M,1,1
Ostravak ANO,?,M,1,1
Osvaldo STELA,?,M,1,1
Jana MACKOVÁ,M3,F,1,1
Jana MATESOVÁ,M3,F,1,1
Ondřej KONEČNÝ,M2,M,1,1
Ondřej MONDEK,M2,M,1,1
Ondřej MORAVČÍK,M1,M,1,1
Ondřej PRAŽÁK,M1,M,1,1
Ondřej SKULINA,M3,M,1,1
Ondřej VANK,M2,M,1,1
Ondřej VOSKA,M1,M,1,1
Ondřej ZDERADIČKA,M5,M,1,1
Jaroslav DEMČÁK,M6,M,1,1
Jaroslav DOLEŽAL,M5,M,1,1
Jaroslav DOLEŽEL,M5,M,1,1
Jaroslav ERLEC,M5,M,1,1
Jaroslav HORÁČEK,M2,M,1,1
Jaroslav IBEHEJ,M1,M,1,1
Jaroslav KOLAŘÍK,M5,M,1,1
Ondřej KLIMEŠ,M2,M,1,1
Jathart MURTEE,M2,M,1,1
Jay INSLEE,M6,M,1,1
Jay RICHARDS,M3,M,1,1
Jay ZIDMAN,M2,M,1,1
Jean MARC AYRAULT,M6,M,1,1
Jaromír KUBŮ,M5,M,1,1
Jaromír NYTRA,M2,M,1,1
Jaromíra VÍTKOVÁ,M6,F,1,1
Jan ČIŽÍNSKÝ,M6,M,1,1
Jan ŠAFÁŘ,M3,M,1,1
Jan ŠUMBERA,M5,M,1,1
Jan ŠVEJDAR,M6,M,1,1
Jana FEBEROVÁ,M6,F,1,1
Jana HOŘEJŠÍ,M2,F,1,1
Jana JELÍNKOVÁ,M2,F,1,1
Jana KALOUSOVÁ,M2,F,1,1
Paolo VIELMO,M2,M,1,1
Paolo VITALE,M2,M,1,1
Papež FRANTIŠEK,M6,M,1,1
Paraskevi KOYKIOVÁ,M2,F,1,1
Pasi SIHVONEN,M5,M,1,1
Pat LACEYOVÁ,M2,F,1,1
Patrick CAREY,M2,M,1,1
Patrik DOJČINOVIČ,M5,M,1,1
Jared POLIS,M6,M,1,1
Jari SALMINER,M3,M,1,1
Otakar TUČEK,M5,M,1,1
Otmar URBAN,M3,M,1,1
Otmar URBAN,M5,M,1,1
Pablo CHEVALIER,M5,M,1,1
Panaiotis SILIAIDIS,M2,M,1,1
Panos TSAKLOGLU,M3,M,1,1
Jana MYSLIVEČKOVÁ,M1,F,1,1
Jana TROJANOVÁ,M5,F,1,1
Jana TYRER,M5,F,1,1
Jana ZIELINSKI,M5,F,1,1
Jana ZÁHORKOVÁ,M5,F,1,1
Jana ČIKINOVÁ,M2,F,1,1
Janine WISSLEROVÁ,M6,F,1,1
Janko CIGANJJIK,M2,M,1,1
Jan PRETER,M3,M,1,1
Jan ROVENSKÝ,M6,M,1,1
Jan ROYT,M5,M,1,1
Jan ROZSÍVAL,M2,M,1,1
Jan RUML,M6,M,1,1
Jan RYBA,M5,M,1,1
Jan SCHEIDER,M5,M,1,1
Jan KRAJHANZL,M5,M,1,1
Pavel DUNGL,M5,M,1,1
Pavel FARSKÝ,M6,M,1,1
Pavel HERMAN,M6,M,1,1
Pavel II,?,M,1,1
Pavel JURUŠ,M3,M,1,1
Jan PETRÁNEK,M1,M,1,1
Jan PIŇOS,M3,M,1,1
Jan POLÁŠEK,M2,M,1,1
Paula PEDREROSOVÁ,M3,F,1,1
Pauline HANSONOVÁ,M6,F,1,1
Paulo ARTAKSO,M3,M,1,1
Paulo ARTAXO,M3,M,1,1
Pavel BOJANOVSKÝ,M2,M,1,1
Pavel BÉM,M6,M,1,1
Pavel CYRANI,M5,M,1,1
Pavel DUBSKÝ,M5,M,1,1
Jan SEHNAL,M5,M,1,1
Jan SKALICKÝ,M6,M,1,1
Jan SOBOTKA,M6,M,1,1
Jan VLAŠIC,M6,M,1,1
Jan VOPRAVIL,M5,M,1,1
Jan WOLF,M3,M,1,1
Paul GACHERU,M3,M,1,1
Paul NICKLEN,M3,M,1,1
Jamriang MUANPHOTHONGOVÁ,M2,F,1,1
Jan BAJKO,M3,M,1,1
Jan BARCHÁNEK,M5,M,1,1
Jan BARTOŠKA,M2,M,1,1
Jan BLATNÝ,M6,M,1,1
Jan BUREŠ,M3,M,1,1
Jan BUREŠ,M6,M,1,1
Jan DVOŘÁK,M1,M,1,1
Pavel MARTÁK,M5,M,1,1
Pavel MATEJOVIC,M3,M,1,1
Pavel MRÁZEK,M6,M,1,1
Pavel NAVRÁTIL,M1,M,1,1
Pavel NAVRÁTIL,M6,M,1,1
Pavel PAŘIL,M3,M,1,1
Jamie FARRELL,M3,M,1,1
Jamie WILLIAMSON,M5,M,1,1
Jan HUSÁK,M5,M,1,1
Jan HÝLA,M6,M,1,1
Jan KAJGR,M2,M,1,1
Jan KIMLA,M5,M,1,1
Jan KLEČKA,M5,M,1,1
Pavel JURÁK,M3,M,1,1
Pavel KONEČNÝ,M5,M,1,1
Pavel KOZLÍK,M6,M,1,1
Jan KRZYSZTOF,M6,M,1,1
Jan KRČMÁŘ,M6,M,1,1
Jan KYNCL,M5,M,1,1
Jan KYSELA,M3,M,1,1
Jan MACEK,M3,M,1,1
Jan NOVOTNÝ,M2,M,1,1
Jan FRIESER,M5,M,1,1
Jan HRUBEŠ,M1,M,1,1
Jacek WITTBRODT,M6,M,1,1
Jack GREENHALGH,M3,M,1,1
Jack KENNEDY SCHLOSSBERG,M2,M,1,1
Jacques FLAMAND,M3,M,1,1
Jagland THORBJORN,M6,M,1,1
Jagmeet SINGH,M6,M,1,1
Jaime LARA,M5,F,1,1
Jair BONSONARO,M6,M,1,1
Pavel ČMELÍK,M5,M,1,1
Pavel ČÍŽEK,M1,M,1,1
Pavel ŠERCL,M6,M,1,1
Pavel ŠINDELÁŘ,M2,M,1,1
Pavel ŠOLTYS,M6,M,1,1
Pavel ŠVAGR,M6,M,1,1
Ivo BŘEZINA,M5,M,1,1
Ivo OTÁHAL,M3,M,1,1
Jakub ŠVENDA,M5,M,1,1
James SERIGNA,M2,M,1,1
James SKEA,M6,M,1,1
Pavel PROCHÁZKA,M6,M,1,1
Pavel PŘÍLEPEK,M5,M,1,1
Pavel STOULIL,M3,M,1,1
Pavel SVOBODA,M5,M,1,1
Pavel ČACKÝ,M5,M,1,1
Jakub MÁSLO,M2,M,1,1
Jakub NOVÁK,M5,M,1,1
Jakub OTČENÁŠEK,M5,M,1,1
Jakub PATOČKA,M5,M,1,1
Jakub PFEIFER,M2,M,1,1
Jakub PŠENIČKA,M2,M,1,1
Jakub SEIDLER,M5,M,1,1
Jakub UNUCKA,M6,M,1,1
Igor JAKUBČÍK,M6,M,1,1
Ihor POLIŠČUK,M6,M,1,1
Imád SULEJMAN,M2,M,1,1
India BROWNOVÁ,M2,F,1,1
Inger ANDERSENOVÁ,M5,F,1,1
Ingo SASGEN,M3,M,1,1
Irena KUTMANOVÁ,M2,F,1,1
Irena PETRÁSKOVÁ,M5,F,1,1
Pavlína ŽILKOVÁ,M5,F,1,1
Pavlína ŽÁKOVÁ,M5,F,1,1
Pawel MIKUSEK,M1,M,1,1
Pedro SÁNCHEZ,M6,M,1,1
Peem PRASERTSUNTARASAIOVÁ,M2,F,1,1
Peníze EU,?,F,1,1
Peter BOSWORTH,M5,M,1,1
Ian REDMOND,M6,M,1,1
Ivana SEČKOVÁ,M2,F,1,1
Ivana ŠIRCOVÁ,M2,F,1,1
Iveta MARTINOVÁ,M2,F,1,1
Iveta TOUŠLOVÁ,M1,F,1,1
Pavla SEDLISKÁ,M1,F,1,1
Pavla SKŘIVÁNKOVÁ,M5,F,1,1
Pavla SVRČINOVÁ,M6,F,1,1
Pavlína SMUTNÁ,M3,F,1,1
Jak SPD,?,M,1,1
Jaksch FILEGENSCHNEE,M1,M,1,1
Jakub BERÁNEK,M5,M,1,1
Ivan BUREŠ,M5,M,1,1
Ivan DUQUE,M6,M,1,1
Ivan OBRUSNÍK,M5,M,1,1
Ivan OLŠAN,M5,M,1,1
Ivana KOHUTKOVÁ,M5,F,1,1
Henryk KOWALCZYK,M6,M,1,1
Herbert PAVERA,M6,M,1,1
Herbert SCHOTT,M5,M,1,1
Heslo ODS,?,M,1,1
Hilda ANDERSONOVÁ PYRZOVÁ,M2,F,1,1
Hnutí STAN,?,M,1,1
Hnutím ANO,?,M,1,1
Holding EPH,?,M,1,1
Petr BÍLEK,M5,M,1,1
Petr BŘEZINA,M5,M,1,1
Petr CNIK,M5,M,1,1
Petr DOLÍNEK,M6,M,1,1
Petr DOUBRAVSKÝ,M2,M,1,1
Petr DRESLER,M3,M,1,1
Henrik JOHANSSON,M5,M,1,1
Henrryk KOWALCZYK,M6,M,1,1
Iva SYNÁKOVÁ,M2,F,1,1
Peter GARTON,M2,M,1,1
Peter JAHR,M6,M,1,1
Peter KOLIBA,M6,M,1,1
Peter MCKENNA,M2,M,1,1
Peter STOTT,M3,M,1,1
Peter VÁCZI,M3,M,1,1
Peteri TAALAS,M6,M,1,1
Irit SAGIOVÁ,M5,F,1,1
Irodi KADAGIŠVILI,M6,M,1,1
Iryna VEREŠČUKOVÁ,M6,F,1,1
Isabelle ROUXOVÁ,M2,F,1,1
Ishmael OTAGA,M2,M,1,1
Ismail HADŽIOVÁ,M6,F,1,1
Ismail HUSSEIN,M2,M,1,1
Itai ELAD,M3,M,1,1
Hana ŠŤASTNÁ,M5,F,1,1
Hanka NACHTIGALOVÁ,M2,F,1,1
Harald WEBER,M5,M,1,1
Harry BREKELMANS,M6,M,1,1
Hartmut DUDDE,M6,M,1,1
Hasan HAŠEM,M2,M,1,1
Hasan MINHAJ,M2,M,1,1
Hasan ROUHÁNÍ,M6,M,1,1
Hal HARVEY,M5,M,1,1
Hamdija KANDIČ,M2,F,1,1
Hamilton MOURAO,M6,M,1,1
Hamáčka ČSSD,?,F,1,1
Hamíd KARZÁÍ,M6,M,1,1
Hana BRZOBOHATÁ,M5,F,1,1
Hana DVOŘÁKOVÁ,M2,F,1,1
Hana ŠIMKOVÁ,M5,F,1,1
Petr GANDALOVIČ,M6,M,1,1
Petr HAMPL,M5,M,1,1
Petr HLUBUČEK,M6,M,1,1
Petr HOLEČEK,M6,M,1,1
Petr HÁJEK,M5,M,1,1
Petr JURÁČEK,M5,M,1,1
Petr JÁNSKÝ,M5,M,1,1
Petr JÍLEK,M5,M,1,1
Hubert MINNIS,M6,M,1,1
Hugo VASQUEZ,M6,M,1,1
Hynek JORDÁN,M1,M,1,1
Hynek RULÍŠEK,M5,M,1,1
Hřiba PPP,?,F,1,1
Petr DVOŘÁK,M5,M,1,1
Petr ELZNER,M5,M,1,1
Petr GAJDUŠEK,M6,M,1,1
Petr KUŽEL,M6,M,1,1
Petr MARTÍNEK,M5,M,1,1
Petr MECNER,M1,M,1,1
Petr MINAŘÍK,M1,M,1,1
Freitas MOHALLEM,M5,M,1,1
Friederika OTTOVÁ,M3,F,1,1
Friederike OTTO,M5,F,1,1
Friedrich MERZ,M6,M,1,1
Grospiči KSČM,?,M,1,1
Guido STEFFEN,M1,M,1,1
Gyile NEWMANOVÁ,M2,F,1,1
Hagen KOHL,M2,M,1,1
Hakan SAMUELSSON,M5,M,1,1
Petr KULHÁNEK,M6,M,1,1
Petr KUNEŠ,M5,M,1,1
Petr KUPEC,M3,M,1,1
Glynys ROWATOVÁ,M5,F,1,1
Gordon SIMPSON,M2,M,1,1
Grant DAVIS,M6,M,1,1
Greenpeace DUHA,?,F,1,1
Greg BARKER,M6,M,1,1
Greg ROBINSON,M5,M,1,1
Greta THUNBERGOVÁ,M2,F,1,1
Grete STRAUMEOVÁ,M3,F,1,1
Hazim SEZER,M2,M,1,1
Hector CORDOVA,M5,M,1,1
Hedvika KLÍMOVÁ,M2,F,1,1
Helen BROWNINGOVÁ,M6,F,1,1
Gerardo CEBALLOS,M3,M,1,1
Giannis KANELLOPULOS,M2,M,1,1
Giles EPONE,M5,M,1,1
Giovani TAPANG,M2,M,1,1
Petr VÍCHA,M6,M,1,1
František BEZDĚK,M2,M,1,1
František EXNER,M5,M,1,1
František KOUDELA,M5,M,1,1
František KREJČÍ,M5,M,1,1
František MLÁDEK,M6,M,1,1
František PAVLÍK,M5,M,1,1
František POLÁK,M1,M,1,1
Petr NEUVIRT,M6,M,1,1
Petr NOVOTNÝ,M6,M,1,1
Petr OREL,M6,M,1,1
Petr SKOČDOPOLE,M5,M,1,1
Petr VALDMAN,M5,M,1,1
Petr VONDRÁK,M3,M,1,1
Petr VYBÍRAL,M5,M,1,1
Petr VYHLÍDAL,M2,M,1,1
Garth ROSS,M6,M,1,1
Gary DINHAM,M3,M,1,1
Gaston BROWNE,M6,M,1,1
Geir LUNDESTAD,M5,M,1,1
Geoffrey HEAL,M5,M,1,1
Geofrey HEAL,M3,M,1,1
George BUSH,M6,M,1,1
George EUSTICE,M6,M,1,1
Fritz REUSSWIG,M3,M,1,1
Furt AP,?,M,1,1
Gabriel DIAZ,M2,M,1,1
Gabriela HANKEOVÁ,M2,F,1,1
Gabriela SÁRIČKOVÁ,M1,F,1,1
Gantsetseg CHIMEDTSERENOVÁ,M5,F,1,1
Gao FENG,M5,M,1,1
Garnett HALL,M3,M,1,1
Petro POROŠENKO,M6,M,1,1
Petros VAMVAKUSIS,M5,M,1,1
Petteri TAALAS,M5,M,1,1
Petteri TAALS,M5,M,1,1
Petteri TOLVANEN,M5,M,1,1
Philipp ROESLER,M6,M,1,1
Phillipe VAILLER,M1,F,1,1
Phillippe LAMBERTS,M6,F,1,1
Petr ŽEBRÁK,M5,M,1,1
Petr ŽITNÍK,M2,M,1,1
Petra HÁJKOVÁ,M3,F,1,1
Petra ODEHNALOVÁ,M2,F,1,1
Petra RAJSNEROVÁ,M1,F,1,1
Petra RAJSNEROVÁ,M5,F,1,1
Petra WEINHOLDOVÁ,M2,F,1,1
Petra ŠPORNOVÁ,M1,F,1,1
Frauke PATRYOVÁ,M6,F,1,1
Frederik ŠPANER,M2,M,1,1
Fredrik SEJERSTED,M6,M,1,1
Petr VÍT,M6,M,1,1
Petr ČÍŽEK,M3,M,1,1
Petr ŘEZNÍČEK,M6,M,1,1
Petr ŘIHÁK,M5,M,1,1
Petr ŠTĚPÁNEK,M5,M,1,1
František SKÁLA,M2,M,1,1
František SOUKUP,M2,M,1,1
František TICHÝ,M5,M,1,1
František ZADINA,?,M,1,1
František ZAHÁLKA,M6,M,1,1
František ŽEMLIČKA,M5,M,1,1
Franz LEIBL,M5,M,1,1
Franziska KELLEROVÁ,M6,F,1,1
Filipa KSČM,?,F,1,1
Filipe KSČM,?,F,1,1
Filippo GRANDI,M6,M,1,1
Filippo REAN,M5,M,1,1
Firma NWR,?,F,1,1
France EMERJIANOVÁ,M2,F,1,1
Francisco ABEL,M2,M,1,1
Francisco CASTELLÓ,M5,M,1,1
Poslední CDU CSU,?,M,1,1
Pospíšila ANO ODS,M6,F,1,1
Považoval NDR,?,M,1,1
Fernando LÓPEZ COTÍN,M3,M,1,1
Fernando TERMIS,M2,M,1,1
Fetullah ARIK,M3,M,1,1
Fidelis OGURU,M2,M,1,1
Fiet HAYUOVÁ,M3,F,1,1
Podle USA,?,F,1,1
Podle ČSSD,?,F,1,1
Poháru EHF,?,M,1,1
Pokračujeme SPORTEM,?,F,1,1
Pokud PS,?,M,1,1
Pokud ČSSD,?,M,1,1
Polsko ČR,?,M,1,1
Poslankyně ODS,M6,M,1,1
Phudoma ŠERPAOVÁ,M2,F,1,1
Pierre DEFRAIGNE,M5,M,1,1
Pirátů ČSSD,?,M,1,1
Plus DPH,?,M,1,1
Plán EK,?,M,1,1
Podle CVVM,?,F,1,1
Podle ODS,?,F,1,1
Podle UNESCO,?,F,1,1
Přišel COVID,?,M,1,1
Rachel NOTLEYOVÁ,M6,F,1,1
Rada EU,?,F,1,1
Radan HUTH,M3,M,1,1
Eva RAJCHMANOVÁ,M6,F,1,1
Eva SYKOVÁ,M6,F,1,1
Eva TYLOVÁ,M6,F,1,1
Eva VOJTOVÁ,M2,F,1,1
Proč ODS,?,M,1,1
První GSM,?,M,1,1
Předal ČTÚ,?,M,1,1
Předpověď MMF,?,M,1,1
Předseda KDU ČSL,M6,F,1,1
Předseda ODS,M6,F,1,1
Přes EIA,?,M,1,1
Připomenu EU,?,M,1,1
Pro SŽDC,?,M,1,1
Pro ČEZ,?,M,1,1
Problémy OSN,?,M,1,1
Prognózy OSN,?,M,1,1
Program OSN,?,M,1,1
Program ČSSD,?,M,1,1
Projevme EU,?,F,1,1
Protocol CAP,?,M,1,1
Frank BRETTSCHNEIDER,M3,M,1,1
Frank THEL,M2,M,1,1
František BARÁK,M6,M,1,1
Počasí ČT,?,M,1,1
Pražská MHD,?,M,1,1
Prezident USA,?,M,1,1
Princ HARRY,M2,M,1,1
Priscilla ROBINSONOVÁ,M2,F,1,1
Emmanuela MACRON,M6,F,1,1
Emmanuelle DEFAAZOVÁ,M2,F,1,1
Energa SA,?,F,1,1
Ephrem WOLDEKIDAN,M5,M,1,1
Erdenee BATZORIG,M5,F,1,1
Eric BROTHERTON,M2,M,1,1
Eric TRUMP,M2,M,1,1
Erik BJERREGAARD,M6,M,1,1
Radek VODRÁŽKA,M3,M,1,1
Radek WIGLASZ,M1,M,1,1
Radek ČEKAL,M5,M,1,1
Radek ČERNÝ,M2,M,1,1
Radek ŠVÁB,M5,M,1,1
Radim BÁRTŮ,M1,M,1,1
Radim DRAGOUN,M6,M,1,1
Radim VÁCHA,M5,M,1,1
Fai PINKAEW,M2,M,1,1
Faki MAHAMAT,M6,M,1,1
Falci CDU,?,M,1,1
Federika MOGHERINIOVÁ,M6,F,1,1
Felipe BALISE,M6,F,1,1
Radek MUSÍLEK,M1,M,1,1
Radek SOUKUP,M3,M,1,1
Radek SOUKUP,M5,M,1,1
Eva ČAPKOVÁ,M2,F,1,1
Evan QUARTERMAIN,M2,M,1,1
Evelin HERNANDEZOVÁ,M2,F,1,1
Evropa ČTK,?,F,1,1
Experti OSN,M3,M,1,1
Fabio ANTONACCI,M3,M,1,1
Fabián BLAŽEK,M2,M,1,1
Fahri TUNC,M5,M,1,1
Ram PATEL,M2,M,1,1
Randip GREWAL,M5,M,1,1
Randy HOLT,M2,M,1,1
Ray MICHALKO,M2,M,1,1
Raúl CASTRO,M6,M,1,1
Edgar GILLESSEN,M5,M,1,1
Edmund KING,M6,M,1,1
Edson CARVALHO,M2,M,1,1
Radomil BALOUN,M2,M,1,1
Radomil DOLEŽAL,M5,M,1,1
Radomír PÁNEK,M6,M,1,1
Rady EU,?,M,1,1
Radě EU,?,M,1,1
Rajaji MATHU,M2,M,1,1
Ralf TOUMI,M3,M,1,1
Ralph REGENVANU,M6,M,1,1
Eva BOGOEVSKÁ,M2,F,1,1
Eva KNAJBLOVÁ,M1,F,1,1
Eva KUKALOVÁ,M2,F,1,1
Eva MAŘÍKOVÁ,M1,F,1,1
Eva MIKULECKÁ,M1,F,1,1
Eva NAVRÁTILOVÁ,M5,F,1,1
Eva PERNICOVÁ,M3,F,1,1
Radko HOKOVSKÝ,M6,M,1,1
Erik BOLANOS,M2,M,1,1
Erik SOLHEIM,M5,M,1,1
Erik TABERY,M1,M,1,1
Eriksen SOREIDOVÁ,M6,F,1,1
Ernest CONANT,M5,M,1,1
Ernie ADDEZI,M5,F,1,1
Esef JASAREVIČ,M2,M,1,1
Esther KITHUKAOVÁ,M2,F,1,1
Richard STADLER,M2,M,1,1
Richard SULÍK,M6,M,1,1
Richard ZÁRUBA,M5,M,1,1
Rick SCOTT,M6,M,1,1
Rick WELTS,M6,M,1,1
Roald AMUDNSEN,M3,M,1,1
Roald AMUNDSEN,M3,M,1,1
Robert BANDA,M2,M,1,1
Reakce EU,?,F,1,1
Reinhold MESSNER,M2,M,1,1
Renata MATOUŠKOVÁ,M2,F,1,1
Renate FUMICOVÁ,M2,F,1,1
Richard BEXTER,M2,M,1,1
Richard BORTIS,M2,M,1,1
Richard COHEN,M6,M,1,1
Richard MAŠEK,M2,M,1,1
Eliška SÁČKOVÁ,M5,F,1,1
Ellis HUNT,M6,M,1,1
Elmar BROK,M5,M,1,1
Elon MUSK,M5,M,1,1
Emilia DE KAVALIJERIHO,?,F,1,1
Emma RUBY SACHSOVÁ,M5,F,1,1
Rašíd DŽAKAIL,M2,M,1,1
Rcihard SELLEY,M3,M,1,1
Eduard CIGÁN,M2,M,1,1
Eduard PALÍŠEK,M5,M,1,1
Edward FELSENTHAL,M5,M,1,1
Ejasu KATHELO,M2,M,1,1
Elena MANAENKOVOVÁ,M5,F,1,1
Elijah GICHURU,M3,M,1,1
Elisabetta SPITZOVÁ,M6,F,1,1
Eliška BROUČKOVÁ,M3,F,1,1
Donald POLS,M5,M,1,1
Donna GUILLAMOTOVÁ,M2,F,1,1
Dopolední SPORT,?,M,1,1
Dorjsuren ADIYA,M2,M,1,1
Dorjusen ADIYA,M5,M,1,1
Dorothee SAAROVÁ,M5,F,1,1
Doug MILLER,M5,M,1,1
Douglas BROOME,M5,M,1,1
Role USA,?,F,1,1
Rolf DENSING,M5,M,1,1
Roman BLAŽÍČEK,M5,M,1,1
Doland TRUMP,M6,M,1,1
Dolu ČSM,?,M,1,1
Dominic GRIEVE,M6,M,1,1
Dominik FEŠTR,M5,M,1,1
Donald GRAHAM,M5,M,1,1
Robert VAUTARD,M3,M,1,1
Roberta BRUNELLOVÁ,M2,F,1,1
Roberto COSTABAL,M2,M,1,1
Rodrigo ACONDA,M2,M,1,1
Rodrigo ROCHAS,?,M,1,1
Roger COX,M5,M,1,1
Roger SORKIN,M1,M,1,1
Rogerio BONIFACIO,M3,M,1,1
Robert CAMPOVERDE,M6,M,1,1
Robert FICO,M6,M,1,1
Robert HABECK,M6,M,1,1
Robert KALIŇÁK,M6,M,1,1
Robert KIČINA,M1,M,1,1
Robert MINAŘÍK,M3,M,1,1
Robert MUGABE,M6,M,1,1
Robert REDFORD,M2,M,1,1
Rudolf KOVAŘÍK,M1,M,1,1
Rudolf KOVAŘÍK,M3,M,1,1
Ruml OK,?,M,1,1
Rune SVENNING,M2,F,1,1
Rusko OSN,?,M,1,1
Rusové IT,?,M,1,1
Russell WILLIAMS,M5,M,1,1
Ryan MOWAT,M3,M,1,1
Rosana VILLAROVÁ,M1,F,1,1
Rose SEABROOKOVÁ,M2,F,1,1
Rosilene VIRGINIA,M2,F,1,1
Rosilene VIRGINIOVÁ,M2,F,1,1
Ross HAWKINS,M1,M,1,1
Rozpočet EU,?,M,1,1
Ruben MEDINA,M3,M,1,1
Rudecindo VEGA,M5,M,1,1
Roman OSIČKA,M5,M,1,1
Roman RUEGG,M1,M,1,1
Roman SKLENÁK,M6,M,1,1
Roman SPURNÝ,M2,M,1,1
Roman TROUP,M2,M,1,1
Ronald POFALLA,M6,M,1,1
Ronny JUMEAU,M6,M,1,1
Rony HOARE,M2,M,1,1
Duško MARKOVIČ,M6,M,1,1
Dárcovskými DMS,?,M,1,1
Díky LNG,?,M,1,1
Džavád ZARÍF,M6,M,1,1
Džemal MUSSA,M2,M,1,1
Roman DYMÁČEK,M5,M,1,1
Roman FILIPI,M2,M,1,1
Roman KRATOCHVÍL,M1,M,1,1
Devin NUNES,M6,M,1,1
Diane BAXTEROVÁ,M2,F,1,1
Dick DURBIN,M6,M,1,1
Dimitrij JEFIMOV,M2,M,1,1
Dimitris AVRAMOPULOS,M6,M,1,1
Dirk JANSEN,M5,M,1,1
Dita CÍROVÁ,M1,F,1,1
Divavesi WAQA,M6,M,1,1
Samuel WILKIE,M2,M,1,1
Sandor TORO,M5,M,1,1
Sandra APANASIONEKOVÁ,M1,F,1,1
Sandra KRAJCOVÁ,M2,F,1,1
Sandra STONEOVÁ,M5,F,1,1
Denisa HEJLOVÁ,M5,F,1,1
Denisa ZBĚHLÍKOVÁ,M2,F,1,1
Deon TERBLANCHE,M5,M,1,1
Sally ROSEROVÁ,M2,F,1,1
Salome MATANGI,M2,F,1,1
Sam MAXEY,M2,M,1,1
Sam MAXEY,M3,M,1,1
Sam RYAN,M5,M,1,1
Samotná CDU,?,M,1,1
Samotné ČSSD,?,M,1,1
Samuel SAINTOT,M2,M,1,1
Rádžendra PAČAURI,M6,F,1,1
Rášid AL MAKTÚM,M6,M,1,1
Sadiq KHAN,M6,M,1,1
Sajed NOMAN,M2,M,1,1
Sakshi GADUROVÁ,M2,F,1,1
Saleemul HUQ,M6,M,1,1
Sales MURPHY,M5,M,1,1
Salik HARD,M6,M,1,1
Seree SUPHARATID,M5,F,1,1
Sergej ABANIN,M6,M,1,1
Sergej RJABKOV,M5,M,1,1
Sergi GIRONA,M5,M,1,1
Sergi VENTURA,M3,M,1,1
Sergio FILONI,M2,M,1,1
Serpil TASCIOGLUOVÁ,M5,F,1,1
Sharon BURKEOVÁ,M5,F,1,1
Scott LONG,M5,M,1,1
Scott TARDE,M5,M,1,1
Sdružení SOVAK,M5,M,1,1
Sea IS,?,F,1,1
Sebastián PINERA,M6,M,1,1
Sekretariát OSN,?,M,1,1
Senátoři STAN,?,M,1,1
Sepp RIESER,M2,M,1,1
Dny NATO,?,M,1,1
Do NHL,?,M,1,1
Do UNESCA,?,M,1,1
Sarah AL AMIRIOVÁ,M6,F,1,1
Sarah BIRKBYOVÁ,M2,F,1,1
Saskia WEISSOVÁ,M2,F,1,1
Saúl LUCIANO LLIUYA,M2,M,1,1
