name,firstname,surname,role_raw,gender,type,n_mentions,n_docs,type_final,source,gender_final
Dale VINCE,Dale,VINCE,ekologická firma,F?,?,1,1,M5,llm,F
Steve EVA,Steve,EVA,starosta města,F?,M6,1,1,M6,rule,M
Steve FORREST,Steve,FORREST,biolog,F?,M3,1,1,M3,rule,M
Steve FORREST,Steve,FORREST,biológ,F?,?,1,1,M3,llm,M
Steve GREEM,Steve,GREEM,projekt na čištění moře,F?,?,1,1,M5,llm,M
Steve HARRISON,Steve,HARRISON,obyvatel,F?,M2,1,1,M2,rule,M
Steve SCHERER,Steve,SCHERER,šéf kanceláře,F?,M5,1,1,M5,rule,M
Dalibor BLAŽEK,Dalibor,BLAŽEK,náměstek hejtmana,M,M5,1,1,M5,rule,M
Dalibor TITĚRA,Dalibor,TITĚRA,vedoucí výzkumu,M,M5,1,1,M5,rule,M
Summit OSN,Summit,OSN,o klimatických změnách,M,?,1,1,?,llm,M
Summit OSN,Summit,OSN,o změně klimatu,M,?,1,1,?,llm,M
Steven MARSHALL,Steven,MARSHALL,premiér,M,M6,1,1,M6,rule,M
Stientje VAN VEIDHOVENOVÁ,Stientje,VAN VEIDHOVENOVÁ,nizozemská ministryně životního prostředí,F,M6,1,1,M6,rule,F
Stientje VAN VELDHOVENOVÁ,Stientje,VAN VELDHOVENOVÁ,nizozemská ministryně životního prostředí,F,M6,1,1,M6,rule,F
Stream II,Stream,II,a překlenuje to hnědouhelnými elektrárnami,M,?,1,1,?,llm,M
Stuart MUNIRAGHUA,Stuart,MUNIRAGHUA,ředitel odboru rozvoje národní lesnický,M,M5,1,1,M5,rule,M
Stutox II,Stutox,II,a to na povrchu půdy,M,?,1,1,?,llm,M
Sven DEUBLER,Sven,DEUBLER,německá civilní ochrana,M,?,1,1,M6,llm,M
Svenja SCHULZEOVÁ,Svenja,SCHULZEOVÁ,ministryně životního prostředí,F,M6,1,1,M6,rule,F
Svenja SCHULZEOVÁ,Svenja,SCHULZEOVÁ,spolková náměstkyně ministryně životního prostředí,F,?,1,1,M6,llm,F
Summer FIELDS,Summer,FIELDS,obyvatelka postižené oblasti,M,M2,1,1,M2,rule,M
Summit EU,Summit,EU,a asijských zemí,M,?,1,1,?,llm,M
Summit EU,Summit,EU,a britské volby,M,?,1,1,?,llm,M
Summit EU,Summit,EU,se shodl na víceletém rozpočtu,M,?,1,1,?,llm,M
Summit NATO,Summit,NATO,byl svolán spíše jako přípravný,M,?,1,1,?,llm,M
Tak ČSSD,Tak,ČSSD,samozřejmě to říká tady pan,M,?,1,1,?,llm,M
Takže ANO,Takže,ANO,do budoucna,F?,?,1,1,?,llm,F
Tam NKÚ,Tam,NKÚ,nenašel pochybení,M,?,1,1,?,llm,M
Svět CNN,Svět,CNN,dobyla v roce,M,?,1,1,?,llm,M
Světlana WITOWSKÁ,Světlana,WITOWSKÁ,moderátorka nesrozumitelné určitě pánové za,F,M1,1,1,M1,rule,F
Swati GARUDOVÁ,Swati,GARUDOVÁ,matka,F,M2,1,1,M2,rule,F
Sylva MAŠÍNOVÁ,Sylva,MAŠÍNOVÁ,soudkyně,F,?,1,1,M6,llm,F
Ta OKD,Ta,OKD,následně přeprodala firmě,F?,?,1,1,?,llm,F
Ted CRUZ,Ted,CRUZ,republikánský senátor,M,M6,1,1,M6,rule,M
Ted MAKSYM,Ted,MAKSYM,oceánografický ústav,M,?,1,1,M3,llm,M
Tanaka OV,Tanaka,OV,bylo,F?,?,1,1,?,llm,F
Taťána FISCHEROVÁ,Taťána,FISCHEROVÁ,občanská aktivistka,F,?,1,1,M5,llm,F
Tahsin GUNDOGDU,Tahsin,GUNDOGDU,turecký zemědělec,M,M2,1,1,M2,rule,M
Tak IPCC,Tak,IPCC,není výzkumná instituce,M,?,1,1,?,llm,M
Tak KSČM,Tak,KSČM,byla první stranu která by,M,?,1,1,?,llm,M
Tak SPD,Tak,SPD,se také chová populisticky jo,M,?,1,1,?,llm,M
Což ČT,Což,ČT,netvrdila,M,?,1,1,?,llm,M
Craig SPENCER,Craig,SPENCER,hasič,M,M2,1,1,M2,rule,M
Ctirad MIKEŠ,Ctirad,MIKEŠ,starosta,M,M6,1,1,M6,rule,M
Cyril FERRAND,Cyril,FERRAND,šéf týmu pro východní,M,M5,1,1,M5,rule,M
Cyril SVOBODA,Cyril,SVOBODA,bývalý ministr zahraničních věcí,M,M6,1,1,M6,rule,M
Tchang KUO ČCHAING,Tchang,KUO ČCHAING,zvláštní vyslanec čínského ministra zahraničí,M,?,1,1,M6,llm,M
Te VELTHUIS,Te,VELTHUIS,šéfkuchař,F?,?,1,1,M2,llm,F
Ted CRUZ,Ted,CRUZ,republikánský kandidát za,M,M6,1,1,M6,rule,M
Cyril SVOBODA,Cyril,SVOBODA,poradce premiéra pro legislativní záležitosti,M,M5,1,1,M5,rule,M
Cyril SVOBODA,Cyril,SVOBODA,tehdejší místopředseda vlády,M,M6,1,1,M6,rule,M
Cyril TAOLO,Cyril,TAOLO,náměstek odboru národních parků,M,M5,1,1,M5,rule,M
Cyril URBÁNEK,Cyril,URBÁNEK,vedoucí hospodaření,M,M5,1,1,M5,rule,M
Cyril URBÁNEK,Cyril,URBÁNEK,vedoucí hospodářství,M,M5,1,1,M5,rule,M
Czech ADAPT,Czech,ADAPT,a prezentujeme na klimatickezmene,M,?,1,1,?,llm,M
Cíle ČEZ,Cíle,ČEZ,do roku,F?,?,1,1,?,llm,F
Corinne LE QUÉRÉOVÁ,Corinne,LE QUÉRÉOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Clarkson BBC,Clarkson,BBC,nebo ona jeho,M,?,1,1,?,llm,M
Claude JUNCKER,Claude,JUNCKER,končící předseda,F?,?,1,1,M6,llm,M
Claude JUNCKER,Claude,JUNCKER,prezident,F?,M6,1,1,M6,rule,M
Claude THEULOT,Claude,THEULOT,vinař,F?,M2,1,1,M2,rule,M
Chua ČCHUN JING,Chua,ČCHUN JING,mluvčí čínského ministerstva zahraničí,F?,M1,1,1,M1,rule,F
Chua ČCHUNG JING,Chua,ČCHUNG JING,mluvčí čínského ministerstva zahraničí,F?,M1,1,1,M1,rule,F
Chua ČCHUNG JING,Chua,ČCHUNG JING,mluvčí čínského ministra zahraničí,F?,M1,1,1,M1,rule,F
Churchill EFENGA,Churchill,EFENGA,farmář z delty,M,M2,1,1,M2,rule,M
Tereza CHMELAŘOVÁ,Tereza,CHMELAŘOVÁ,účastnice akce,F,M2,1,1,M2,rule,F
Clive GRAY,Clive,GRAY,ředitel,F?,M5,1,1,M5,rule,F
Colin BUTFIELD,Colin,BUTFIELD,mediální manažer,M,?,1,1,M1,llm,M
Colin ROBERTSON,Colin,ROBERTSON,viceprezident,M,M6,1,1,M6,rule,M
Coneyová BARRETTOVÁ,Coneyová,BARRETTOVÁ,kandidátka na soudkyni,F,M6,1,1,M6,rule,F
Connie EISSINGEROVÁ,Connie,EISSINGEROVÁ,radní města,F,M6,1,1,M6,rule,F
Clint WILLSON,Clint,WILLSON,expert,M,M5,1,1,M5,rule,M
Clare NULLIS,Clare,NULLIS,mluvčí,F?,M1,1,1,M1,rule,F
Thanh THUY,Thanh,THUY,sousedka strženého domu,M,?,1,1,M2,llm,M
Tereza KOBELKOVÁ,Tereza,KOBELKOVÁ,doktorandka,F,M3,1,1,M3,rule,F
Tereza KRUMPHOLZOVÁ,Tereza,KRUMPHOLZOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Tereza RADVÁKOVÁ,Tereza,RADVÁKOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Tehdy OSN,Tehdy,OSN,obvinil z toho že společenství,M,?,1,1,?,llm,M
Temelín ČEZ,Temelín,ČEZ,je v zisku a může,M,?,1,1,?,llm,M
Ten ASEK,Ten,ASEK,to předpokládá protože to co,M,?,1,1,?,llm,M
Teplicím FCSB,Teplicím,FCSB,odehrálo utkání v domácí soutěži,M,?,1,1,?,llm,M
Theresa MAYOVÁ,Theresa,MAYOVÁ,britská ministryně vnitra,F,M6,1,1,M6,rule,F
Theresa MAYOVÁ,Theresa,MAYOVÁ,britský premiérka,F,M6,1,1,M6,rule,F
Thomas SCH FER,Thomas,SCH FER,předseda představenstva,M,M6,1,1,M6,rule,M
Tia NELSONOVÁ,Tia,NELSONOVÁ,dcera zakladatele,F,?,1,1,M2,llm,F
Tim COLE,Tim,COLE,hudební producent a dokumentarista,M,?,1,1,M1,llm,M
Tereza VAČKAŘOVÁ,Tereza,VAČKAŘOVÁ,čtenářka,F,?,1,1,M2,llm,F
Tereza ŘEZNÍČKOVÁ,Tereza,ŘEZNÍČKOVÁ,moderátorka citace,F,M1,1,1,M1,rule,F
Tereza ŠEDIVÁ,Tereza,ŠEDIVÁ,redaktorka,F,M1,1,1,M1,rule,F
Christiana FIGUERESOVÁ,Christiana,FIGUERESOVÁ,výkonná tajemnice,F,M6,1,1,M6,rule,F
Christina RODRIGUEZOVÁ,Christina,RODRIGUEZOVÁ,matka šikanovaného chlapce,F,M2,1,1,M2,rule,F
Christina SEGALOVÁ KNOWLESOVÁ,Christina,SEGALOVÁ KNOWLESOVÁ,poradkyně prezidenta,F,M5,1,1,M5,rule,F
Christine LAGARDOVÁ,Christine,LAGARDOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Christian CASAROTTO,Christian,CASAROTTO,glaciolog,M,M3,1,1,M3,rule,M
Christian LINDNER,Christian,LINDNER,předseda,M,M6,1,1,M6,rule,M
Christian LINDNER,Christian,LINDNER,předseda strany,M,M6,1,1,M6,rule,M
Chris MURPHY,Chris,MURPHY,senátor za,M,M6,1,1,M6,rule,M
Tino CHRUPALLA,Tino,CHRUPALLA,volební lídr,M,?,1,1,M6,llm,M
Christopher BENTLY,Christopher,BENTLY,majitel panství,M,M5,1,1,M5,rule,M
Christopher DOBSON,Christopher,DOBSON,biochemik profesor chemické a strukturální,M,?,1,1,M3,llm,M
Christos STYLIANIDES,Christos,STYLIANIDES,evropský komisař pro humanitární pomoc,M,M6,1,1,M6,rule,M
Chua CHUN JING,Chua,CHUN JING,mluvčí čínské diplomacie,F?,M1,1,1,M1,rule,F
Chua ČCHUN JING,Chua,ČCHUN JING,mluvčí čínské diplomacie,F?,M1,1,1,M1,rule,F
Christian NUBBEMEYER,Christian,NUBBEMEYER,mluvčí soudu v,M,M1,1,1,M1,rule,M
Christian TORRES,Christian,TORRES,kuchař,M,?,1,1,M2,llm,M
Titaniku II,Titaniku,II,mají doplout až do cíle,M,?,1,1,?,llm,M
To DPH,To,DPH,je potřeba taky vyjednávat v,M,?,1,1,?,llm,M
To NATO,To,NATO,to ví už nejméně,M,?,1,1,?,llm,M
Todd FRERICHS,Todd,FRERICHS,zaměstnanec,M,?,1,1,M2,llm,M
Tom PHILIPP,Tom,PHILIPP,přednosta,M,?,1,1,M5,llm,M
Tim COLE,Tim,COLE,hudební producent dokumentarista,M,?,1,1,M1,llm,M
Timur ZAMILOV,Timur,ZAMILOV,výrobce cínových vojáčků,M,?,1,1,M2,llm,M
Tinatin CHIDAŠELIOVÁ,Tinatin,CHIDAŠELIOVÁ,ministryně obrany,F,M6,1,1,M6,rule,F
Clara GOLDSMITHOVÁ,Clara,GOLDSMITHOVÁ,organizace,F,?,1,1,?,llm,F
Tomio OKAMURA,Tomio,OKAMURA,předseda hnutí místopředseda sněmovny,M,M6,1,1,M6,rule,M
Tommaso CACCIARI,Tommaso,CACCIARI,aktivista bojující proti výletním lodím,M,M5,1,1,M5,rule,M
Tom STEVENSON,Tom,STEVENSON,expert na víno,M,M5,1,1,M5,rule,M
Tom STEYER,Tom,STEYER,filantrop obchodník,M,?,1,1,M2,llm,M
Tomasz KIIEWSKI,Tomasz,KIIEWSKI,mořský biolog,M,M3,1,1,M3,rule,M
Tomasz LAMIK,Tomasz,LAMIK,samospráva,M,?,1,1,M6,llm,M
Tino PFAFF,Tino,PFAFF,mluvčí aktivistů,M,M1,1,1,M1,rule,M
Charlotte ALTEROVÁ,Charlotte,ALTEROVÁ,redaktorka,F,M1,1,1,M1,rule,F
Chartou OSN,Chartou,OSN,především na základě principu rovnosti,M,?,1,1,?,llm,M
Chartu OSN,Chartu,OSN,je nutné služba a ujišťuji,M,?,1,1,?,llm,M
Chartu OSN,Chartu,OSN,to je vlastně zakládající listina,M,?,1,1,?,llm,M
Celine TARDYOVÁ,Celine,TARDYOVÁ,mořská výzkumnice,F,M3,1,1,M3,rule,F
Centru ICRC,Centru,ICRC,zase vzniká výzkumný tým který,M,?,1,1,?,llm,M
Cezary PONIATOWSKI,Cezary,PONIATOWSKI,autor díla,M,?,1,1,M2,llm,M
Cezary PRZYBYLSKI,Cezary,PRZYBYLSKI,maršálek,M,?,1,1,M6,llm,M
Charty OSN,Charty,OSN,a to to volalo že,M,?,1,1,?,llm,M
Charty OSN,Charty,OSN,budovali,M,?,1,1,?,llm,M
Charty OSN,Charty,OSN,jsem ujištěna přesvědčen o tom,M,?,1,1,?,llm,M
Charty OSN,Charty,OSN,když to takto jednoduchá volba,M,?,1,1,?,llm,M
Charty OSN,Charty,OSN,silnice která tak já se,M,?,1,1,?,llm,M
Chartě OSN,Chartě,OSN,je napsáno že útočná agresivní,M,?,1,1,?,llm,M
Chartě OSN,Chartě,OSN,na základě,M,?,1,1,?,llm,M
Chartě OSN,Chartě,OSN,v roce,M,?,1,1,?,llm,M
Tomáš DRÁPELA,Tomáš,DRÁPELA,generální ředitel,M,M5,1,1,M5,rule,M
Tomáš CZERNIN,Tomáš,CZERNIN,senátor,M,M6,1,1,M6,rule,M
Tomáš DRAHOŇOVSKÝ,Tomáš,DRAHOŇOVSKÝ,moderátor nesrozumitelné na zemědělce ale,M,M1,1,1,M1,rule,M
Tomáš DRAHOŇOVSKÝ,Tomáš,DRAHOŇOVSKÝ,moderátor si myslí že ne,M,M1,1,1,M1,rule,M
Chloe KOCHELLOVÁ,Chloe,KOCHELLOVÁ,účastnice protestů,F,M2,1,1,M2,rule,F
Chris CHRISTIE,Chris,CHRISTIE,republikánský politik guvernér,M,M6,1,1,M6,rule,M
Chris MARCHI,Chris,MARCHI,ředitel výstavby sdružení,M,M5,1,1,M5,rule,M
Chris MARCHL,Chris,MARCHL,ředitel výstavby sdružení,M,M5,1,1,M5,rule,M
Chris STARK,Chris,STARK,předseda,M,M6,1,1,M6,rule,M
Chris STARK,Chris,STARK,výbor por klimatickou změnu,M,?,1,1,M3,llm,M
Chris STINGER,Chris,STINGER,profesor,M,M3,1,1,M3,rule,M
Chris STRINGER,Chris,STRINGER,profesor,M,M3,1,1,M3,rule,M
Tomáš KAZDA,Tomáš,KAZDA,náměstek pro vědu a výzkum,M,M5,1,1,M5,rule,M
Tomáš KLUS,Tomáš,KLUS,zpěvák,M,?,1,1,M2,llm,M
Tomáš HUDEČEK,Tomáš,HUDEČEK,pražský primátor,M,M6,1,1,M6,rule,M
Tomáš HÁJEK,Tomáš,HÁJEK,technický pracovník,M,M3,1,1,M3,rule,M
Bude ODS,Bude,ODS,pro aby tímhle způsobem zainvestovala,F?,?,1,1,?,llm,F
Bulka PIN,Bulka,PIN,bydlo,F?,?,1,1,?,llm,F
Buren ČIČIG,Buren,ČIČIG,ekologická migrantka,M,?,1,1,M5,llm,M
Byambasuren TOITOG,Byambasuren,TOITOG,vůdce komunity v oblasti,M,?,1,1,M5,llm,M
Břeněk MICHÁLEK,Břeněk,MICHÁLEK,ornitolog správce,M,M3,1,1,M3,rule,M
Caitlyn JENNEROVÁ,Caitlyn,JENNEROVÁ,kandidátka na guvernérku,F,M6,1,1,M6,rule,F
Camilla BORNOVÁ,Camilla,BORNOVÁ,odbornice na životní prostředí,F,M3,1,1,M3,rule,F
Bronislav ŠAMŠULA,Bronislav,ŠAMŠULA,starosta,M,M6,1,1,M6,rule,M
Cathy GLAABOVÁ,Cathy,GLAABOVÁ,obyvatelka města,F,M2,1,1,M2,rule,F
Carl SAYER,Carl,SAYER,docent,M,M3,1,1,M3,rule,M
Carle NULLISOVÁ,Carle,NULLISOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Carlen PHILIPP,Carlen,PHILIPP,hoteliér,M,?,1,1,M5,llm,M
Carlos MANUEL RODRIGUEZ,Carlos,MANUEL RODRIGUEZ,ministr životního prostředí,M,M6,1,1,M6,rule,M
Carlos PAIVA,Carlos,PAIVA,obyvatel města,M,M2,1,1,M2,rule,M
Carlos VARGAS,Carlos,VARGAS,viceprezident povodí,M,M6,1,1,M6,rule,M
Carola RACKETEOVÁ,Carola,RACKETEOVÁ,kapitánka lodi,F,?,1,1,M2,llm,F
Tomáš KOUTECKÝ,Tomáš,KOUTECKÝ,vedoucí výzkumu,M,M5,1,1,M5,rule,M
Carolina ADLEROVÁ,Carolina,ADLEROVÁ,spolupředsedkyně,F,?,1,1,M5,llm,F
Carolina SCHMIDTOVÁ,Carolina,SCHMIDTOVÁ,chilská ministryně pro životní prostředí,F,?,1,1,M6,llm,F
Caroline KENNEDYOVÁ,Caroline,KENNEDYOVÁ,dcera,F,?,1,1,M2,llm,F
Carolína ADLEROVÁ,Carolína,ADLEROVÁ,ředitelka,F,M5,1,1,M5,rule,F
Cate FAEHRMANNOVÁ,Cate,FAEHRMANNOVÁ,předsedkyně vyšetřovací komise pro záchranu,F,M6,1,1,M6,rule,F
Catherine MCKENNAOVÁ,Catherine,MCKENNAOVÁ,ministryně životního prostředí a řešení,F,M6,1,1,M6,rule,F
Catherine MCKENNOVÁ,Catherine,MCKENNOVÁ,kanadská ministryně pro životní prostředí,F,M6,1,1,M6,rule,F
Chad WITTE,Chad,WITTE,zástupce ředitele mrazírny,M,M5,1,1,M5,rule,M
Chaj JEN CHU,Chaj,JEN CHU,obyvatel vesnice,M,M2,1,1,M2,rule,M
Challanger CNN,Challanger,CNN,jí jako jediná vysílala živě,M,?,1,1,?,llm,M
Tomáš PORTLÍK,Tomáš,PORTLÍK,pražský zastupitel místostarosta,M,M6,1,1,M6,rule,M
Tomáš PELIKÁN,Tomáš,PELIKÁN,ředitel,M,M5,1,1,M5,rule,M
Tomáš MADER,Tomáš,MADER,lesník obyvatel,M,M5,1,1,M5,rule,M
Tomáš KNOFLÍČEK,Tomáš,KNOFLÍČEK,kurátor,M,M5,1,1,M5,rule,M
Tomáš KOTERA,Tomáš,KOTERA,vedoucí,M,M5,1,1,M5,rule,M
Božena PĚSTOVÁ,Božena,PĚSTOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Brabec JE,Brabec,JE,host dnešního interview děkuju vám,M,?,1,1,?,llm,M
Brad SMITH,Brad,SMITH,generální ředitel,M,M5,1,1,M5,rule,M
Bre MACPHERSOONOVÁ RICEOVÁ,Bre,MACPHERSOONOVÁ RICEOVÁ,aktivistka,F,M5,1,1,M5,rule,F
Brenda STEPHENSOVÁ,Brenda,STEPHENSOVÁ,zaměstnankyně pošty ve městě,F,?,1,1,M2,llm,F
Boris JOHNSON,Boris,JOHNSON,bývalý britský ministr zahraničí,M,M6,1,1,M6,rule,M
Boris JOHSON,Boris,JOHSON,bývalý ministr zahraničí,M,M6,1,1,M6,rule,M
Boris TEUNIS,Boris,TEUNIS,nizozemský odborník vodní správy,M,M3,1,1,M3,rule,M
Tomáš TELENSKÝ,Tomáš,TELENSKÝ,dobrovolný spolupracovník v terénu,M,?,1,1,M5,llm,M
Tomáš TRNKA,Tomáš,TRNKA,správce parku veřejné zeleně města,M,?,1,1,M5,llm,M
Brenda WANDEROVÁ,Brenda,WANDEROVÁ,zástupkyně organizace,F,M5,1,1,M5,rule,F
Britské HDP,Britské,HDP,by letos mohlo klesnout až,M,?,1,1,?,llm,M
Británii AKO,Británii,AKO,už ne členem,M,?,1,1,?,llm,M
Brně ICRC,Brně,ICRC,a nemocnice v,M,?,1,1,?,llm,M
Bronislav KVASNIČKA,Bronislav,KVASNIČKA,ředitel,M,M5,1,1,M5,rule,M
Božena PEŠTOVÁ,Božena,PEŠTOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Tomáš ZAAL,Tomáš,ZAAL,praktický lékař,M,?,1,1,M1,llm,M
Tomáš ZAVŘEL,Tomáš,ZAVŘEL,generální ředitel,M,M5,1,1,M5,rule,M
Tomáš TRNKA,Tomáš,TRNKA,stavební koordinátor,M,M5,1,1,M5,rule,M
Tomáš TŘETINA,Tomáš,TŘETINA,starosta,M,M6,1,1,M6,rule,M
Tomáš VRBICKÝ,Tomáš,VRBICKÝ,provozovatel golfového hřiště v,M,M5,1,1,M5,rule,M
Tomáš VRŠKA,Tomáš,VRŠKA,ředitel,M,M5,1,1,M5,rule,M
Tomáš SLACH,Tomáš,SLACH,výzkumný pracovník,M,M3,1,1,M3,rule,M
Tomáš SLAVKOVSKÝ,Tomáš,SLAVKOVSKÝ,marketingová ředitel,M,?,1,1,M5,llm,M
Brooklynu AIDS,Brooklynu,AIDS,skáče se vám,M,?,1,1,?,llm,M
Broumov OKD,Broumov,OKD,další protože bohužel,M,?,1,1,?,llm,M
Bruce SPALDING,Bruce,SPALDING,lesník,F?,M5,1,1,M5,rule,M
Tony APPLETON,Tony,APPLETON,fanoušek monarchie neoficiální vyvolávač,M,?,1,1,M2,llm,M
Tomáš VYHNÁLEK,Tomáš,VYHNÁLEK,vedoucí fundraisingu,M,M5,1,1,M5,rule,M
Tomáš VYHNÁNEK,Tomáš,VYHNÁNEK,odborný as,M,?,1,1,M3,llm,M
Tomáš VĚTROVSKÝ,Tomáš,VĚTROVSKÝ,bioinformatik,M,?,1,1,M3,llm,M
Tomáš WEIGNER,Tomáš,WEIGNER,výrobní ředitel,M,M5,1,1,M5,rule,M
Třeba ODS SPD,Třeba,ODS SPD,nebo českým,F?,?,1,1,?,llm,F
Třetí KSČM,Třetí,KSČM,je na,M,?,1,1,?,llm,M
Ukrajině AAA,Ukrajině,AAA,vlastně rozruch krajů a ten,M,?,1,1,?,llm,M
Toya STILESOVÁ,Toya,STILESOVÁ,ředitelka agentury,F,M5,1,1,M5,rule,F
Tristan VANCLEEF,Tristan,VANCLEEF,účastník protestu,M,M2,1,1,M2,rule,M
Trudy PAAPOVÁ,Trudy,PAAPOVÁ,vedkyně z univerzity v,F,?,1,1,M3,llm,F
Trump KLDR,Trump,KLDR,je světovým problémem,M,?,1,1,?,llm,M
Trynes KAYUNIOVÁ,Trynes,KAYUNIOVÁ,učitelka v,F,M2,1,1,M2,rule,F
Uri SCHOR,Uri,SCHOR,mluvčí,M,M1,1,1,M1,rule,M
Uri SCHOR,Uri,SCHOR,mluvčí izraelského úřadu pro vodu,M,M1,1,1,M1,rule,M
Uwe JORDEN,Uwe,JORDEN,ředitel jaderné elektrárny,F?,M5,1,1,M5,rule,F
Turbulence ČT,Turbulence,ČT,to jsou stránky našeho našeho,F?,?,1,1,?,llm,F
Tužinská SYNKOVÁ,Tužinská,SYNKOVÁ,zastupitelka,F,M6,1,1,M6,rule,F
Tyler EDWARDS,Tyler,EDWARDS,obyvarel,M,?,1,1,M2,llm,M
Tím ÚS,Tím,ÚS,nenaznačuje jak má nakonec trestní,M,?,1,1,?,llm,M
Třeba EIA,Třeba,EIA,když se na to zpracovává,F?,?,1,1,?,llm,F
Uwe NEUMANN,Uwe,NEUMANN,mluvčí okresu,F?,M1,1,1,M1,rule,F
Uwe SCHNITZLER,Uwe,SCHNITZLER,obyvatel,F?,M2,1,1,M2,rule,F
Vagelis GAVALAS,Vagelis,GAVALAS,spolumajitel vinohrad,M,?,1,1,M5,llm,M
Valentin KIRILOV,Valentin,KIRILOV,ruský pop,M,?,1,1,M2,llm,M
Valentyn JERMOLENKO,Valentyn,JERMOLENKO,mluvčí ukrajinské armády,M,M1,1,1,M1,rule,M
Valerie MASSON DELMOTTEOVÁ,Valerie,MASSON DELMOTTEOVÁ,panel,F,?,1,1,M3,llm,F
Ulrike SCHARFOVÁ,Ulrike,SCHARFOVÁ,bavorská státní ministryně životního prostředí,F,?,1,1,M6,llm,F
University NASA,University,NASA,nechá do planetky narazit vesmírnou,M,?,1,1,?,llm,M
Boris VORMAN,Boris,VORMAN,politolog,M,M3,1,1,M3,rule,M
Boris ŠŤASTNÝ,Boris,ŠŤASTNÝ,poslanec,M,M6,1,1,M6,rule,M
Borut PAHOR,Borut,PAHOR,slovinský prezident,M,?,1,1,M6,llm,M
Boobu TIORAM,Boobu,TIORAM,obyvatel ostrova,M,M2,1,1,M2,rule,M
Boris HEZZMANN,Boris,HEZZMANN,kapitán,M,?,1,1,M2,llm,M
Boris JOHNSON,Boris,JOHNSON,britský ministr zahraničí,M,M6,1,1,M6,rule,M
Boris JOHNSON,Boris,JOHNSON,britský premiér a lídr,M,M6,1,1,M6,rule,M
Boris JOHNSON,Boris,JOHNSON,britský premiér účastník summitu,M,M6,1,1,M6,rule,M
Valérie JULLIANDOVÁ,Valérie,JULLIANDOVÁ,koordinátorka,F,M5,1,1,M5,rule,F
Van JONES,Van,JONES,ekologický aktivista,M,M5,1,1,M5,rule,M
Vasilij ROGATYCH,Vasilij,ROGATYCH,škola námořní platby,M,?,1,1,M2,llm,M
Bo FRANK,Bo,FRANK,předseda městské rady autor zelené,M,M6,1,1,M6,rule,M
Bob KOPP,Bob,KOPP,spoluautor zpráv,M,?,1,1,M1,llm,M
Bob KOPP,Bob,KOPP,spoluautor zprávy,M,?,1,1,M5,llm,M
Bob SMITH,Bob,SMITH,geolog,M,M3,1,1,M3,rule,M
Bohdan LOJKA,Bohdan,LOJKA,agrolesník,M,?,1,1,M2,llm,M
Veronika FUXOVÁ,Veronika,FUXOVÁ,členka,F,M6,1,1,M6,rule,F
Vaso DIMITRAKOPOLUOVÁ,Vaso,DIMITRAKOPOLUOVÁ,postižená požárem,F,?,1,1,M2,llm,F
Vaso VLACHOUOVÁ,Vaso,VLACHOUOVÁ,protiamerická demonstrantka,F,?,1,1,M2,llm,F
Vedení EU,Vedení,EU,bude jednat s prezidentem,M,?,1,1,M6,llm,M
Vedení KDU ČSL,Vedení,KDU ČSL,schválilo koaliční smlouvu,M,?,1,1,M6,llm,M
Vedení ODS,Vedení,ODS,nyní usiluje o jejich propuštění,M,?,1,1,M6,llm,M
Valerij LUKIN,Valerij,LUKIN,vědec,M,M3,1,1,M3,rule,M
Valerio ROJAS,Valerio,ROJAS,rybář,M,M2,1,1,M2,rule,M
Bohumil DOHNAL,Bohumil,DOHNAL,řidič,M,M2,1,1,M2,rule,M
Bohumil JANSKÝ,Bohumil,JANSKÝ,geograf a hydrolog,M,M3,1,1,M3,rule,M
Bohumil KARTOUS,Bohumil,KARTOUS,mluvčí organizace,M,M1,1,1,M1,rule,M
Bohumil SOBOTKA,Bohumil,SOBOTKA,premiér,M,M6,1,1,M6,rule,M
Veronika JONÁŠOVÁ,Veronika,JONÁŠOVÁ,moderátorka,F,M1,1,1,M1,rule,F
Veronika KORCHOVÁ,Veronika,KORCHOVÁ,starostka,F,M6,1,1,M6,rule,F
Veronika KREJČÍ,Veronika,KREJČÍ,mluvčí,F?,M1,1,1,M1,rule,F
Veronika FLEISSIGOVÁ,Veronika,FLEISSIGOVÁ,delegátka,F,M5,1,1,M5,rule,F
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,premiér a předseda strany,M,M6,1,1,M6,rule,M
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,premiér v demisi,M,M6,1,1,M6,rule,M
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,předseda strany,M,M6,1,1,M6,rule,M
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,český premiér,M,?,1,1,M6,llm,M
Bohuslav SVOBODA,Bohuslav,SVOBODA,místopředseda sněmovního zdravotnického výboru,M,M6,1,1,M6,rule,M
Bohuslav SVOBODA,Bohuslav,SVOBODA,tehdejší pražský primátor,M,M6,1,1,M6,rule,M
